rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
7204,8158127,K01015.03,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.705,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.9972894,1.29E-04,-1.29E-04,143.87301,5.61E-03,-5.61E-03,2454976.873,5.61E-03,-5.61E-03,0,,,,,,0.825,0.142,-0.593,2.585,0.209,-0.209,,,,2.25E+02,2.29E+01,-2.29E+01,0.015447,4.84E-03,-1.97E-03,1.72913,7.80604,-1.52419,LS+MCMC,3.14,4.30E-01,-8.10E-01,0.1378,,,88.41,,,956,,,197.18,72.73,-94.49,29.8,13.4,-13.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2865,0.3671,q1_q17_dr25_koi,3.2451663,8.187279,11.1,3,34,3,q1_q17_dr25_tce,1.0101E+31,0.268,Mandel and Agol (2002 ApJ 580 171),,,008/008158/008158127/dv/kplr008158127-20160209194854_dvr.pdf,008/008158/008158127/dv/kplr008158127-003-20160209194854_dvs.pdf,5897,79,-79,3.98,0.203,-0.072,0.16,0.15,-0.15,1.86,0.259,-0.481,1.204,0.133,-0.133,,,,q1_q17_dr25_stellar,289.09689,44.004379,14.5,14.854,14.452,14.349,14.334,13.463,13.212,13.103,0.835,19.273108,0.000036,44.00432,0.00032,-0.7,1.4,-0.2,1.2,1.40E-04,3.40E-04,2.00E-05,2.80E-04,-0.5,1.2,-0.15,0.49,0.6,1.1,-0.7,1.4,-0.23,0.48,0.8,1.3
7205,2852810,K06097.01,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,93.05654364,,,174.8833198,,,2455007.883,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,4,,2,q1_q16_tce,,,,,,002/002852/002852810/dv/kplr002852810-20130815195353_dvr.pdf,002/002852/002852810/dv/kplr002852810-002-20130826182306_dvs.pdf,,,,,,,,,,,,,,,,,,,,291.51575,38.058418,12.749,12.927,12.69,12.643,12.667,11.877,11.706,11.664,0.967,19.434386,0.000023,38.05837,0.00036,0.06,0.99,-0.2,1.3,3.00E-05,2.60E-04,2.00E-05,3.30E-04,0.59,0.66,-0.1,1.2,0.6,1.1,1.89,0.57,-0.1,1,1.89,0.93
7206,2852810,K06097.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,88.433122,6.10E-03,-6.10E-03,212.6803,3.44E-02,-3.44E-02,2455045.68,3.44E-02,-3.44E-02,0,,,,,,0.021,0.5142,-0.0208,2.392,0.801,-0.801,,,,1.20E+02,4.76E+01,-4.76E+01,0.010199,2.85E-03,-1.64E-03,56.15251,392.24969,-54.03778,MCMC,1.7,9.10E-01,-3.50E-01,0.4212,,,89.95,,,595,,,29.68,48.41,-13.6,285,142,-142,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.323,0.2517,q1_q16_koi,,,4,4,,3,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,002/002852/002852810/dv/kplr002852810-20130815195353_dvr.pdf,002/002852/002852810/dv/kplr002852810-003-20130826182306_dvs.pdf,7092,195,-264,4.176,0.144,-0.298,-0.44,0.24,-0.32,1.525,0.818,-0.314,1.272,0.29,-0.202,,,,stellar_q1_q16,291.51575,38.058418,12.749,12.927,12.69,12.643,12.667,11.877,11.706,11.664,0.194,19.434406,0.000022,38.0582,0.00033,0.95,0.93,-0.8,1.2,-1.60E-04,2.00E-04,1.40E-04,2.50E-04,0.11,0.91,0.87,0.52,0.88,0.86,0.09,0.98,0.28,0.49,0.29,0.93
7207,2852810,K06097.03,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,282.34315,1.09E-02,-1.09E-02,261.7746,2.70E-02,-2.70E-02,2455094.775,2.70E-02,-2.70E-02,0,,,,,,0.5038,0.0229,-0.4531,3.956,0.794,-0.794,,,,2.21E+02,4.28E+01,-4.28E+01,0.014083,1.04E-03,-1.78E-03,26.23443,41.49423,-25.81437,MCMC,2.35,1.25E+00,-4.90E-01,0.9132,,,89.95,,,404,,,6.31,10.3,-2.89,480,190,-190,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.323,0.2517,q1_q16_koi,,,3.7,4,,4,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,002/002852/002852810/dv/kplr002852810-20130815195353_dvr.pdf,002/002852/002852810/dv/kplr002852810-004-20130826182306_dvs.pdf,7092,195,-264,4.176,0.144,-0.298,-0.44,0.24,-0.32,1.525,0.818,-0.314,1.272,0.29,-0.202,,,,stellar_q1_q16,291.51575,38.058418,12.749,12.927,12.69,12.643,12.667,11.877,11.706,11.664,0.025,19.434413,0.000017,38.05831,0.00025,1.22,0.72,-0.39,0.91,-3.60E-04,2.50E-04,9.00E-05,3.20E-04,-0.21,0.24,0.42,0.3,0.47,0.29,0.05,0.24,0.68,0.3,0.68,0.3
7208,8590780,K06183.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_ALT---CENT_NOFITS,4.326946311,1.49E-07,-1.49E-07,132.1921929,2.82E-05,-2.82E-05,2454965.192,2.82E-05,-2.82E-05,0,,,,,,0.482,0.003,-0.003,5.55905,0.00063,-0.00063,,,,4.09E+05,3.37E+01,-3.37E+01,0.65273,4.83E-04,-1.86E-03,0.85455,0.00054,-0.0046,LS+MCMC,106.99,2.92E+01,-3.57E+01,0.0517,,,87.08,,,1481,,,1137.15,938.8,-696.22,9.45688,0.00598,-0.00598,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2998,0.3069,q1_q17_dr25_koi,5793.6963,37498.117,4247.8,1,0,1,q1_q17_dr25_tce,1.11111E+31,-1,Mandel and Agol (2002 ApJ 580 171),,,008/008590/008590780/dv/kplr008590780-20160209194854_dvr.pdf,008/008590/008590780/dv/kplr008590780-001-20160209194854_dvs.pdf,6231,188,-207,4.078,0.35,-0.15,-0.46,0.3,-0.3,1.501,0.41,-0.501,0.984,0.146,-0.133,,,,q1_q17_dr25_stellar,301.16916,44.645962,13.253,13.662,13.214,13.078,12.967,12.085,11.773,11.746,0,20.07795767,0.000000008,44.64595666,0.00000008,0.49822,0.00031,-0.01202,0.00029,6.00E-03,2.90E-02,-1.50E-02,4.00E-02,-0.005,0.067,0.004,0.067,0.006,0.067,-0.204,0.067,0.019,0.067,0.205,0.067
7209,8613338,K06184.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,527.29093,1.32E-02,-1.32E-02,209.218,2.11E-02,-2.11E-02,2455042.218,2.11E-02,-2.11E-02,0,,,,,,0.2371,0.2146,-0.2369,14.305,0.581,-0.581,,,,2.01E+02,1.62E+01,-1.62E+01,0.012918,7.27E-04,-5.90E-04,1.45108,0.43363,-0.45873,MCMC,1.3,5.20E-01,-1.40E-01,1.2344,,,89.95,,,216,,,0.51,0.61,-0.14,277.3,82.9,-82.9,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2597,0.4067,q1_q16_koi,,,16,1,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,008/008613/008613338/dv/kplr008613338-20130815195353_dvr.pdf,008/008613/008613338/dv/kplr008613338-002-20130826182306_dvs.pdf,5671,160,-141,4.466,0.07,-0.268,-0.12,0.28,-0.26,0.919,0.368,-0.096,0.9,0.112,-0.075,,,,stellar_q1_q16,286.85727,44.766392,12.796,13.28,12.716,12.589,12.523,11.481,11.135,11.107,0.403,19.123821,0.000017,44.76634,0.00025,0.12,0.64,-0.16,0.89,-5.00E-05,2.00E-04,1.60E-04,2.70E-04,1.47,0.93,-1.06,0.14,1.81,0.76,1.36,0.93,-0.74,0.12,1.55,0.82
7210,8646141,K06185.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,168.858303,7.53E-03,-7.53E-03,237.5792,3.81E-02,-3.81E-02,2455070.579,3.81E-02,-3.81E-02,0,,,,,,0.0436,0.4268,-0.0436,12.964,0.886,-0.886,,,,1.19E+02,1.33E+01,-1.33E+01,0.010081,6.96E-04,-6.37E-04,0.67186,0.07382,-0.34815,MCMC,2.41,8.00E-01,-9.00E-01,0.671,,,89.95,,,526,,,18.16,17.62,-12,100.4,11,-11,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3159,0.2832,q1_q16_koi,,,9.7,1,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,008/008646/008646141/dv/kplr008646141-20130815195353_dvr.pdf,008/008646/008646141/dv/kplr008646141-002-20130826182306_dvs.pdf,6608,174,-244,3.907,0.3,-0.18,-0.16,0.24,-0.3,2.189,0.728,-0.815,1.412,0.252,-0.331,,,,stellar_q1_q16,298.54065,44.767578,13.409,13.766,13.368,13.256,13.184,12.332,12.141,12.087,0.92,19.902703,0.00004,44.76753,0.00031,-0.3,1.5,-0.2,1.1,4.00E-05,2.60E-04,3.00E-05,1.90E-04,0.3,1.8,-0.3,1.2,0.4,1.6,0.3,2,-0.2,1.2,0.4,1.9
7211,8653134,K06186.01,Kepler-1643 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.34264143,2.07E-05,-2.07E-05,134.38122,3.16E-03,-3.16E-03,2454967.381,3.16E-03,-3.16E-03,0,,,,,,0.021,0.44,-0.021,2.453,0.1,-0.1,,,,6.91E+02,3.95E+01,-3.95E+01,0.023564,1.30E-03,-7.57E-04,3.27869,0.29225,-1.34349,LS+MCMC,1.72,2.10E-01,-1.30E-01,0.0531,,,89.93,,,799,,,96.47,42.82,-25.84,17.04,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1908,0.5172,q1_q17_dr25_koi,5.837669,39.459423,19.9,1,254,1,q1_q17_dr25_tce,1.11111E+31,0.9712,Mandel and Agol (2002 ApJ 580 171),,,008/008653/008653134/dv/kplr008653134-20160209194854_dvr.pdf,008/008653/008653134/dv/kplr008653134-001-20160209194854_dvs.pdf,5101,184,-184,4.63,0.045,-0.06,-0.5,0.3,-0.3,0.67,0.08,-0.053,0.699,0.076,-0.055,,,,q1_q17_dr25_stellar,300.431,44.751015,13.116,13.912,13.085,12.774,,12.284,11.764,11.636,0,20.0287553,0.000006,44.75089,0.000053,0.88,0.23,-0.45,0.19,-5.10E-04,1.70E-04,2.40E-04,1.50E-04,0.03,0.27,-0.15,0.17,0.15,0.18,0.16,0.27,0,1.2,0.16,0.22
7212,8702921,K06187.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,HAS_SEC_TCE,19.38444245,1.38E-05,-1.38E-05,137.214882,5.94E-04,-5.94E-04,2454970.215,5.94E-04,-5.94E-04,0,,,,,,0.203,0.104,-0.116,20.5899,0.0456,-0.0456,,,,3.37E+03,5.60E+00,-5.60E+00,0.051572,1.99E-04,-3.86E-04,0.0208,0.00145,-0.00076,LS+MCMC,28.3,4.03E+00,-8.72E+00,0.1719,,,88.44,,,1185,,,466.04,166.38,-263.61,7.448,0.519,-0.519,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1544,0.578,q1_q17_dr25_koi,31.678837,178.98315,685.3,1,72,1,q1_q17_dr25_tce,1.11111E+31,0.1672,Mandel and Agol (2002 ApJ 580 171),,,008/008702/008702921/dv/kplr008702921-20160209194854_dvr.pdf,008/008702/008702921/dv/kplr008702921-001-20160209194854_dvs.pdf,4968,49,-119,3.291,0.195,-0.105,0.3,0.1,-0.2,5.026,0.715,-1.549,1.8,0.2,-0.6,,,,q1_q17_dr25_stellar,296.66501,44.853069,11.98,12.838,11.919,11.612,11.417,10.326,9.839,9.71,,19.77766377,0.0000002,44.8530715,0.0000022,-0.1619,0.0076,0.0055,0.0079,-1.10E-04,1.30E-04,,,0.028,0.086,0.03,0.07,0.041,0.075,-0.001,0.079,0.059,0.071,0.059,0.071
7213,8822421,K06188.01,,CANDIDATE,Done,16/8/2018,CANDIDATE,0,0,0,0,0,q1_q17_dr25_sup_koi,SWEET_NTL,1.645319649,9.05E-06,-9.05E-06,132.13077,4.38E-03,-4.38E-03,2454965.131,4.38E-03,-4.38E-03,0,,,,,,0.118,0.343,-0.118,1.635,0.141,-0.141,,,,1.08E+03,1.09E+02,-1.09E+02,0.029805,2.25E-03,-1.50E-03,3.42758,0.59263,-1.89286,LS+MCMC,2.46,4.40E-01,-1.90E-01,0.0257,,,89.14,,,1296,,,666.35,375.03,-157.14,7.89,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2521,0.421,q1_q17_dr25_koi,4.724169,42.065754,11.8,1,816,1,q1_q17_dr25_tce,1.11111E+31,1,Mandel and Agol (2002 ApJ 580 171),,,008/008822/008822421/dv/kplr008822421-20160209194854_dvr.pdf,008/008822/008822421/dv/kplr008822421-001-20160209194854_dvs.pdf,5416,162,-146,4.603,0.035,-0.112,-0.26,0.3,-0.3,0.756,0.135,-0.058,0.847,0.08,-0.098,,,,q1_q17_dr25_stellar,293.24701,45.056461,15.517,16.128,15.472,15.255,15.143,14.245,13.838,13.666,0.006,19.5497945,0.0000039,45.056447,0.00004,-0.21,0.15,-0.05,0.14,4.30E-04,1.90E-04,-5.00E-05,2.10E-04,-0.008,0.095,-0.006,0.078,0.01,0.098,0.035,0.099,0.005,0.08,0.04,0.1
7214,8957954,K06189.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,2.179924994,6.50E-08,-6.50E-08,132.1293516,2.48E-05,-2.48E-05,2454965.129,2.48E-05,-2.48E-05,0,,,,,,0.711,0.004,-0.008,4.87581,0.00085,-0.00085,,,,2.53E+05,6.91E+01,-6.91E+01,0.578174,2.05E-03,-5.24E-03,0.47773,0.0039,-0.0036,LS+MCMC,60.99,2.05E+01,-6.38E+00,0.0334,,,81.71,,,1448,,,1040.63,1021.36,-309.8,4.9325,0.0403,-0.0403,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3447,q1_q17_dr25_koi,2347.7505,19929.857,4541.1,1,617,1,q1_q17_dr25_tce,1.11111E+31,0,Mandel and Agol (2002 ApJ 580 171),,,008/008957/008957954/dv/kplr008957954-20160209194854_dvr.pdf,008/008957/008957954/dv/kplr008957954-001-20160209194854_dvs.pdf,6106,163,-199,4.487,0.054,-0.229,-0.16,0.3,-0.3,0.966,0.324,-0.101,1.043,0.14,-0.14,,,,q1_q17_dr25_stellar,293.68591,45.238609,13.96,14.378,13.9,13.782,13.701,12.854,12.573,12.545,0,19.57905726,0.000000008,45.23858625,0.00000009,-0.12715,0.00031,-0.08551,0.00032,1.00E-03,2.40E-02,0.00E+00,3.40E-02,0,0.067,0.002,0.067,0.002,0.067,-0.073,0.068,0.018,0.067,0.075,0.068
7215,8984706,K06190.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_DV---DEEP_V_SHAPED---HAS_SEC_TCE,10.13540105,3.86E-07,-3.86E-07,132.3238999,3.17E-05,-3.17E-05,2454965.324,3.17E-05,-3.17E-05,0,,,,,,0.704,0.005,-0.007,5.6831,0.00096,-0.00096,,,,2.56E+05,2.61E+01,-2.61E+01,0.577,2.63E-03,-4.60E-03,1.31512,0.00914,-0.00717,LS+MCMC,89.16,2.48E+01,-3.04E+01,0.0894,,,87.91,,,1035,,,270.76,226.71,-166.41,19.257,0.134,-0.134,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2949,0.3354,q1_q17_dr25_koi,1899.3007,11667.681,4311.3,1,139,1,q1_q17_dr25_tce,1.11111E+31,0,Mandel and Agol (2002 ApJ 580 171),,,008/008984/008984706/dv/kplr008984706-20160209194854_dvr.pdf,008/008984/008984706/dv/kplr008984706-001-20160209194854_dvs.pdf,5895,175,-175,4.103,0.344,-0.159,-0.32,0.3,-0.3,1.415,0.394,-0.482,0.926,0.128,-0.093,,,,q1_q17_dr25_stellar,300.93588,45.205688,13.92,14.454,13.895,13.691,13.627,12.659,12.308,12.26,0,20.06241565,0.000000017,45.20568392,0.00000018,0.92628,0.00065,-0.02189,0.00064,5.00E-03,4.60E-02,-1.00E-02,6.50E-02,-0.014,0.067,0.012,0.067,0.018,0.067,-0.021,0.068,-0.098,0.068,0.1,0.068
7216,4247807,K03748.02,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,2.02487934,3.77E-05,-3.77E-05,131.9026,1.65E-02,-1.65E-02,2454964.903,1.65E-02,-1.65E-02,0,,,,,,0.3797,0.2154,-0.3797,1.621,0.558,-0.558,,,,1.46E+02,5.23E+01,-5.23E+01,0.011131,6.80E-03,-3.73E-03,3.32921,355.76904,-3.01368,MCMC,1,4.30E-01,-1.10E-01,0.0288,,,87.66,,,1284,,,643.17,897.63,-195.32,8.97,4.5,-4.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2387,0.4422,q1_q16_koi,,,7.7,2,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,004/004247/004247807/dv/kplr004247807-20130815195353_dvr.pdf,004/004247/004247807/dv/kplr004247807-002-20130826182306_dvs.pdf,5440,219,-168,4.496,0.079,-0.273,-0.3,0.36,-0.26,0.825,0.355,-0.092,0.779,0.141,-0.061,,,,stellar_q1_q16,287.16849,39.379581,14.808,15.415,14.757,14.548,14.432,13.467,13.052,12.99,0,19.144209,0.000018,39.37786,0.00018,-14.89,0.75,-6.2,0.63,2.26E-03,1.20E-04,9.30E-04,1.00E-04,-5.3,1.3,-2.04,0.43,5.7,1.3,-5.7,1,-2.17,0.25,6.14,0.96
7217,4472818,K03878.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.3573445,1.06E-04,-1.06E-04,132.60166,5.71E-03,-5.71E-03,2454965.602,5.71E-03,-5.71E-03,0,,,,,,0.966,0.005,-0.72,1.634,0.218,-0.218,,,,1.17E+02,1.55E+01,-1.55E+01,0.013216,6.90E-05,-3.90E-03,0.85435,46.50892,-0.54536,LS+MCMC,1.42,2.20E-01,-7.00E-02,0.1223,,,87.48,,,729,,,66.65,26.33,-10.11,22,11,-11,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,3.2128215,9.701656,9.6,2,70,2,q1_q17_dr25_tce,1.1111E+31,0.6688,Mandel and Agol (2002 ApJ 580 171),,,004/004472/004472818/dv/kplr004472818-20160209194854_dvr.pdf,004/004472/004472818/dv/kplr004472818-002-20160209194854_dvs.pdf,5818,78,-78,4.464,0.04,-0.12,0.1,0.15,-0.15,0.986,0.148,-0.053,1.032,0.057,-0.063,,,,q1_q17_dr25_stellar,293.88541,39.51981,12.72,13.157,12.668,12.532,12.459,11.622,11.324,11.263,0.463,19.592373,0.000023,39.51962,0.00023,0.54,0.96,-0.67,0.84,-3.00E-05,1.10E-04,6.20E-05,9.50E-05,0.01,0.45,0.21,0.72,0.21,0.73,-0.04,0.5,0.35,0.73,0.36,0.7
7218,8030339,K03954.02,Kepler-1534 b,CONFIRMED,Done,16/8/2018,CANDIDATE,1,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,5.71668787,3.32E-05,-3.32E-05,136.32274,4.24E-03,-4.24E-03,2454969.323,4.24E-03,-4.24E-03,0,,,,,,0.616,0.347,-0.396,1.97,0.138,-0.138,,,,4.32E+02,3.90E+01,-3.90E+01,0.019874,7.44E-03,-1.15E-03,3.39306,4.76286,-0.22347,LS+MCMC,1.92,4.90E-01,-2.20E-01,0.0599,,,88.04,,,955,,,196.51,158.34,-60.7,18.03,8.4,-8.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2711,0.3858,q1_q17_dr25_koi,3.3583448,9.6594305,11.8,2,91,2,q1_q17_dr25_tce,1.0101E+30,0.0212,Mandel and Agol (2002 ApJ 580 171),,,008/008030/008030339/dv/kplr008030339-20160209194854_dvr.pdf,008/008030/008030339/dv/kplr008030339-002-20160209194854_dvs.pdf,5638,186,-186,4.488,0.075,-0.175,-0.18,0.3,-0.3,0.883,0.229,-0.098,0.875,0.115,-0.083,,,,q1_q17_dr25_stellar,292.39539,43.869068,15.665,16.28,15.631,15.402,15.296,14.392,13.956,13.93,,19.493072,0.000025,43.86918,0.00032,1.78,0.98,0.4,1.1,-8.20E-04,4.50E-04,,,0.5,1.3,1.15,0.29,1.26,0.61,0.5,1.2,1.11,0.29,1.23,0.59
7219,8037145,K00520.04,Kepler-176 e,CONFIRMED,Done,16/8/2018,CANDIDATE,0.905,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.1658019,4.31E-04,-4.31E-04,172.30921,6.73E-03,-6.73E-03,2455005.309,6.73E-03,-6.73E-03,0,,,,,,0.817,0.04,-0.564,4.637,0.194,-0.194,,,,2.59E+02,2.20E+01,-2.20E+01,0.016698,3.01E-03,-2.45E-03,0.96255,3.39966,-0.87627,LS+MCMC,1.51,5.00E-02,-1.10E-01,0.2494,,,89.08,,,398,,,5.96,0.9,-1.14,51.1,22.5,-22.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1451,0.582,q1_q17_dr25_koi,4.263449,10.171093,12.2,4,26,4,q1_q17_dr25_tce,1.11111E+31,0.0198,Mandel and Agol (2002 ApJ 580 171),,,008/008037/008037145/dv/kplr008037145-20160209194854_dvr.pdf,008/008037/008037145/dv/kplr008037145-004-20160209194854_dvs.pdf,4963,81,-74,4.501,0.072,-0.022,0.16,0.15,-0.15,0.826,0.032,-0.06,0.789,0.055,-0.029,,,,q1_q17_dr25_stellar,294.66797,43.85326,14.55,15.237,14.472,14.255,14.105,13.097,12.686,12.567,0.685,19.644542,0.00003,43.85326,0.00036,0.4,1.2,0,1.3,-2.00E-04,3.20E-04,-3.00E-05,3.50E-04,0.21,0.69,1.01,0.45,1.03,0.41,0.14,0.77,0.94,0.46,0.95,0.42
7220,5471059,K03956.02,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,1,0,1,1,q1_q17_dr25_sup_koi,LPP_DV---HALO_GHOST---EPHEM_MATCH,12.4249559,3.79E-04,-3.79E-04,141.5823,2.56E-02,-2.56E-02,2454974.582,2.56E-02,-2.56E-02,0,,,,,,0.174,0.279,-0.174,16.332,0.546,-0.546,,,,1.10E+02,7.50E+00,-7.50E+00,0.00951,4.27E-04,-4.34E-04,0.02403,0.00983,-0.01036,LS+MCMC,0.88,2.20E-01,-7.00E-02,0.1017,,,88.28,,,703,,,57.8,44.11,-15.37,5.81,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2327,0.4526,q1_q17_dr25_koi,4.004869,10.589752,17.6,2,112,3,q1_q17_dr25_tce,1.11111E+31,0.3558,Mandel and Agol (2002 ApJ 580 171),,,005/005471/005471059/dv/kplr005471059-20160209194854_dvr.pdf,005/005471/005471059/dv/kplr005471059-003-20160209194854_dvs.pdf,5524,166,-182,4.54,0.04,-0.16,-0.04,0.3,-0.3,0.847,0.213,-0.071,0.908,0.092,-0.092,,,,q1_q17_dr25_stellar,297.55859,40.63467,14.72,15.311,14.629,14.467,14.349,13.32,12.964,12.935,0,19.837218,0.00002,40.63522,0.00021,-0.92,0.84,1.99,0.77,4.40E-04,1.20E-04,-5.00E-04,1.10E-04,-1.96,0.41,-0.27,0.62,1.98,0.44,-1.69,0.43,-0.57,0.59,1.78,0.49
