rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
7186,3559860,K03440.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.094,0,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_SKYE,58.940569,1.21E-03,-1.21E-03,159.6218,1.44E-02,-1.44E-02,2454992.622,1.44E-02,-1.44E-02,0,,,,,,0.643,0.324,-0.412,4.769,0.544,-0.544,,,,5.70E+02,7.42E+01,-7.42E+01,0.022938,7.01E-04,-2.60E-03,2.31031,4.5555,-0.79469,LS+MCMC,2.48,4.10E-01,-1.40E-01,0.3015,,,89.51,,,465,,,11.06,4.67,-1.75,75.1,37,-37,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2602,0.4096,q1_q17_dr25_koi,3.9484794,7.394078,9.2,2,16,2,q1_q17_dr25_tce,1.11101E+30,0.6777,Mandel and Agol (2002 ApJ 580 171),,,003/003559/003559860/dv/kplr003559860-20160209194854_dvr.pdf,003/003559/003559860/dv/kplr003559860-002-20160209194854_dvs.pdf,5819,69,-87,4.468,0.032,-0.128,0.14,0.15,-0.15,0.99,0.163,-0.054,1.049,0.059,-0.073,,,,q1_q17_dr25_stellar,295.16721,38.637081,15.606,16.153,15.565,15.371,15.259,14.284,13.914,13.81,,19.67783,0.00004,38.63777,0.00042,0.6,1.7,2.5,1.5,,,-1.59E-03,8.50E-04,-0.57,0.58,-0.3,1,0.65,0.62,-0.52,0.56,-0.42,0.66,0.67,0.6
7187,5384713,K03444.04,,CANDIDATE,Done,16/8/2018,CANDIDATE,0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS---HALO_GHOST,14.1502311,1.31E-04,-1.31E-04,141.47344,7.68E-03,-7.68E-03,2454974.473,7.68E-03,-7.68E-03,0,,,,,,0.013,0.45,-0.013,1.503,0.282,-0.282,,,,2.08E+02,3.04E+01,-3.04E+01,0.012874,1.33E-03,-1.01E-03,36.5393,4.75986,-36.23104,LS+MCMC,0.74,5.00E-02,-5.00E-02,0.0931,,,89.99,,,390,,,5.44,1.14,-1.11,72.86,9.5,-9.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2107,0.5308,q1_q17_dr25_koi,3.593466,8.034173,9.3,4,84,5,q1_q17_dr25_tce,1.11111E+31,0.5618,Mandel and Agol (2002 ApJ 580 171),,,005/005384/005384713/dv/kplr005384713-20160209194854_dvr.pdf,005/005384/005384713/dv/kplr005384713-005-20160209194854_dvs.pdf,3705,74,-74,4.721,0.039,-0.021,0.21,0.15,-0.15,0.529,0.03,-0.038,0.536,0.034,-0.034,,,,q1_q17_dr25_stellar,297.4292,40.561909,13.693,15.377,13.979,12.971,12.453,11.166,10.523,10.309,0.95,19.828621,0.000026,40.56194,0.00032,0.3,1.1,0.1,1.1,3.00E-05,2.00E-04,-2.00E-05,2.20E-04,-0.18,0.88,1.2,0.72,1.21,0.73,0.21,0.93,1.57,0.89,1.58,0.91
7188,6364582,K03456.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,486.12702,2.19E-02,-2.19E-02,426.1722,3.08E-02,-3.08E-02,2455259.172,3.08E-02,-3.08E-02,0,,,,,,0.3621,0.0933,-0.3621,9.495,0.82,-0.82,,,,1.21E+02,1.56E+01,-1.56E+01,0.01017,6.98E-04,-7.88E-04,4.01742,1.75276,-1.72744,MCMC,1.18,4.40E-01,-1.60E-01,1.1989,,,89.95,,,249,,,0.91,1,-0.3,369,161,-161,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2916,0.3451,q1_q16_koi,,,8.1,2,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,006/006364/006364582/dv/kplr006364582-20130815195353_dvr.pdf,006/006364/006364582/dv/kplr006364582-002-20130826182306_dvs.pdf,6008,156,-174,4.373,0.103,-0.255,-0.2,0.27,-0.28,1.062,0.397,-0.141,0.972,0.148,-0.108,,,,stellar_q1_q16,292.00204,41.786961,12.988,13.402,12.913,12.81,12.697,11.83,11.497,11.406,0.876,19.466789,0.000038,41.7869,0.00043,-0.5,1.5,-0.2,1.5,6.00E-05,2.10E-04,1.00E-05,2.10E-04,-0.67,0.2,0.8,1.4,1,1.1,-0.67,0.27,0.8,1.4,1,1.1
7189,6525209,K03479.02,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,1.71029474,1.49E-05,-1.49E-05,131.61307,7.36E-03,-7.36E-03,2454964.613,7.36E-03,-7.36E-03,0,,,,,,0.825,0.143,-0.588,2.946,0.273,-0.273,,,,1.59E+02,1.45E+01,-1.45E+01,0.013022,3.82E-03,-1.72E-03,0.13516,0.51084,-0.11351,LS+MCMC,1.04,1.40E-01,-9.00E-02,0.0254,,,72.57,,,1267,,,610.77,286.16,-154.94,2.75,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2337,0.4535,q1_q17_dr25_koi,3.4275873,16.398731,14.5,2,748,4,q1_q17_dr25_tce,1.11111E+31,0.6963,Mandel and Agol (2002 ApJ 580 171),,,006/006525/006525209/dv/kplr006525209-20160209194854_dvr.pdf,006/006525/006525209/dv/kplr006525209-004-20160209194854_dvs.pdf,5365,160,-144,4.586,0.052,-0.078,-0.46,0.3,-0.3,0.729,0.104,-0.064,0.747,0.092,-0.054,,,,q1_q17_dr25_stellar,292.72137,41.904919,14.658,15.267,14.621,14.397,14.296,13.347,12.864,12.841,0,19.514751,0.000013,41.90448,0.00014,-0.29,0.53,-1.59,0.51,3.80E-05,7.50E-05,2.55E-04,7.20E-05,-1.7,0.43,-2.29,0.44,2.85,0.51,-1.6,0.47,-2.39,0.49,2.88,0.6
7190,6368175,K03503.02,Kepler-1703 c,CONFIRMED,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,KIC_OFFSET,31.8245304,7.93E-04,-7.93E-04,144.5289,1.77E-02,-1.77E-02,2454977.529,1.77E-02,-1.77E-02,0,,,,,,0.681,0.0462,-0.4878,4.17,1,-1,,,,7.90E+01,2.30E+01,-2.30E+01,0.008651,2.00E-03,-5.46E-04,1.52846,43.74551,-1.35833,MCMC,0.8,3.40E-01,-5.00E-02,0.1911,,,89.38,,,589,,,28.37,36.25,-6.36,43.4,21.4,-21.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3068,0.2851,q1_q17_dr24_koi,4.0780125,7.6864715,7.7,2,41,2,q1_q17_dr24_tce,1.11111E+31,,Mandel and Agol (2002 ApJ 580 171),,,006/006368/006368175/dv/kplr006368175-20141002224145_dvr.pdf,006/006368/006368175/dv/kplr006368175-002-20141002224145_dvs.pdf,6338,171,-179,4.545,0.031,-0.319,-0.8,0.28,-0.3,0.847,0.365,-0.057,0.918,0.093,-0.103,,,,stellar_q1_q16,293.15085,41.729252,13.827,14.167,13.795,13.681,13.644,12.807,12.54,12.483,0.633,19.543377,0.00004,41.72935,0.0004,-0.5,1.6,0.4,1.5,2.00E-05,9.60E-05,-4.40E-05,8.70E-05,0.93,0.52,-0.8,1.3,1.2,1,0.75,0.51,-1.1,1.3,1.33,0.98
7191,5471158,K03504.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,140.2440875,,,217.2997957,,,2455050.3,,,,,,,,,,,,5.43,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,3,q1_q16_tce,,,,,,005/005471/005471158/dv/kplr005471158-20130815195353_dvr.pdf,005/005471/005471158/dv/kplr005471158-003-20130826182306_dvs.pdf,,,,,,,,,,,,,,,,,,,,297.5798,40.603001,15.717,16.319,15.627,15.459,15.384,14.357,14.026,13.876,0.178,19.838619,0.000041,40.60299,0.00044,-1.4,1.7,-0.1,1.6,1.50E-03,1.50E-03,-1.00E-04,1.40E-03,-0.7,1,-1.9,1.6,2,1,-0.6,1.3,-1.9,1.5,1.97,0.84
7192,10407086,K04568.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,48.04066636,,,162.9114822,,,2454995.911,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,2,q1_q16_tce,,,,,,010/010407/010407086/dv/kplr010407086-20130815195353_dvr.pdf,010/010407/010407086/dv/kplr010407086-002-20130826182306_dvs.pdf,,,,,,,,,,,,,,,,,,,,292.79254,47.576721,12.877,13.423,12.819,12.644,12.542,11.629,11.277,11.211,0.005,19.519481,0.000032,47.57719,0.00028,-0.8,1.2,1.7,1,1.30E-04,1.40E-04,-2.20E-04,1.30E-04,0.6,1.2,-0.6,0.54,0.9,1.2,0.7,1.7,-0.72,0.55,1,1.6
7193,9947653,K04647.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.972,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.008552,1.68E-04,-1.68E-04,141.7017,1.40E-02,-1.40E-02,2454974.702,1.40E-02,-1.40E-02,0,,,,,,0.901,0.002,-0.624,4.613,0.354,-0.354,,,,7.66E+01,7.40E+00,-7.40E+00,0.009682,1.02E-03,-1.97E-03,0.09941,0.91089,-0.06679,LS+MCMC,2.08,8.10E-01,-1.23E+00,0.1041,,,84.33,,,1016,,,251.93,305.18,-214.46,9.12,4.4,-4.4,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.1997,0.5041,q1_q17_dr25_koi,3.1949756,7.995664,11.8,2,107,2,q1_q17_dr25_tce,1.11111E+31,0.6798,Mandel and Agol (2002 ApJ 580 171),,,009/009947/009947653/dv/kplr009947653-20160209194854_dvr.pdf,009/009947/009947653/dv/kplr009947653-002-20160209194854_dvs.pdf,5303,175,-159,3.87,0.63,-0.27,-0.04,0.3,-0.25,1.964,0.773,-1.159,1.042,0.18,-0.2,,,,q1_q17_dr25_stellar,290.25931,46.885109,13.726,14.408,13.671,13.433,13.313,12.294,11.868,11.766,0.168,19.350615,0.000027,46.88534,0.00025,-0.2,0.99,0.82,0.89,2.00E-05,7.10E-05,-6.50E-05,6.30E-05,-0.36,0.89,0.2,0.74,0.41,0.65,-0.36,0.8,0.13,0.67,0.39,0.69
7194,6527078,K04657.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.969,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.4314847,7.38E-05,-7.38E-05,135.54229,6.49E-03,-6.49E-03,2454968.542,6.49E-03,-6.49E-03,0,,,,,,0.95,0.001,-0.734,2.09,0.161,-0.161,,,,5.91E+01,6.80E+00,-6.80E+00,0.009133,1.00E-05,-2.55E-03,0.38692,11.29629,-0.11765,LS+MCMC,0.77,1.30E-01,-7.00E-02,0.0884,,,85.83,,,700,,,56.67,30.8,-15.22,13.06,6.5,-6.5,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2075,0.49,q1_q17_dr25_koi,3.5090969,8.862012,9.6,2,120,2,q1_q17_dr25_tce,1.11111E+31,0.9952,Mandel and Agol (2002 ApJ 580 171),,,006/006527/006527078/dv/kplr006527078-20160209194854_dvr.pdf,006/006527/006527078/dv/kplr006527078-002-20160209194854_dvs.pdf,5361,159,-159,4.588,0.038,-0.113,-0.16,0.3,-0.3,0.774,0.133,-0.071,0.848,0.078,-0.087,,,,q1_q17_dr25_stellar,293.29279,41.997589,13.241,13.827,13.184,12.99,12.932,11.946,11.483,11.424,0.986,19.55286,0.000035,41.99758,0.00035,0.3,1.4,0,1.3,-1.00E-05,8.90E-05,-2.00E-06,8.10E-05,-0.2,0.68,-0.41,0.75,0.45,0.76,-0.1,0.61,-0.42,0.77,0.44,0.77
7195,12416597,K04895.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,47.5571352,7.25E-04,-7.25E-04,135.8497,1.32E-02,-1.32E-02,2454968.85,1.32E-02,-1.32E-02,0,,,,,,0.6234,0.3427,-0.3939,1.708,0.454,-0.454,,,,3.39E+02,6.87E+01,-6.87E+01,0.017684,9.31E-04,-3.03E-03,41.87436,65.58203,-41.31456,MCMC,1.85,7.10E-01,-2.20E-01,0.2494,,,89.95,,,507,,,15.58,17.75,-4.81,171.1,67,-67,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2815,0.3651,q1_q16_koi,,,6.7,2,,2,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,012/012416/012416597/dv/kplr012416597-20130815195353_dvr.pdf,012/012416/012416597/dv/kplr012416597-002-20130826182306_dvs.pdf,5861,166,-167,4.436,0.084,-0.263,-0.24,0.3,-0.26,0.958,0.367,-0.114,0.914,0.126,-0.087,,,,stellar_q1_q16,295.51495,51.203739,14.732,15.225,14.663,14.522,14.363,13.383,13.052,13,0.059,19.701062,0.000049,51.20372,0.00045,2.2,1.7,-0.1,1.6,-7.50E-04,6.60E-04,3.10E-04,6.50E-04,0.39,0.78,-0.8,1.5,0.8,1.5,0.36,0.72,-0.6,1.6,0.7,1.6
7196,2309587,K05982.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.003,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,1.838514245,3.88E-07,-3.88E-07,132.101259,1.78E-04,-1.78E-04,2454965.101,1.78E-04,-1.78E-04,0,,,,,,0.947,0.134,-0.095,3.2601,0.0103,-0.0103,,,,1.19E+05,2.80E+02,-2.80E+02,0.499988,9.22E-02,-7.71E-02,0.7623,0.03187,-0.05392,LS+MCMC,57.6,1.70E+01,-1.27E+01,0.0279,,,79.4,,,1572,,,1447.16,1252.57,-659.98,5.145,0.215,-0.215,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3728,q1_q17_dr25_koi,210.58232,2077.9587,470,1,726,1,q1_q17_dr25_tce,1.11111E+31,0.1114,Mandel and Agol (2002 ApJ 580 171),,,002/002309/002309587/dv/kplr002309587-20160209194854_dvr.pdf,002/002309/002309587/dv/kplr002309587-001-20160209194854_dvs.pdf,5799,157,-157,4.326,0.19,-0.19,-0.3,0.3,-0.3,1.055,0.311,-0.233,0.861,0.131,-0.07,,,,q1_q17_dr25_stellar,292.89972,37.659309,13.925,14.434,13.876,13.707,13.609,12.663,12.36,12.26,,19.5266501,0.000000021,37.65900864,0.00000032,0.08984,0.00088,-1.0849,0.0011,-2.40E-02,3.80E-02,,,0.064,0.069,0.06,0.069,0.088,0.071,-0.077,0.067,-0.141,0.067,0.161,0.067
7197,2445134,K05983.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0.001,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,8.412008943,2.36E-07,-2.36E-07,139.6485198,2.38E-05,-2.38E-05,2454972.649,2.38E-05,-2.38E-05,0,,,,,,0.539,0.004,-0.001,5.41096,0.0012,-0.0012,,,,1.36E+05,2.82E+01,-2.82E+01,0.354243,1.79E-04,-1.52E-04,0.8635,0.00281,-0.0087,LS+MCMC,50.83,1.44E+01,-1.18E+01,0.0825,,,87.91,,,1100,,,345.76,288.38,-167.47,14.7821,0.0481,-0.0481,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3023,0.3153,q1_q17_dr25_koi,1879.5215,12396.622,5696.2,1,156,1,q1_q17_dr25_tce,1.11111E+31,-1,Mandel and Agol (2002 ApJ 580 171),,,002/002445/002445134/dv/kplr002445134-20160209194854_dvr.pdf,002/002445/002445134/dv/kplr002445134-001-20160209194854_dvs.pdf,6247,169,-206,4.225,0.185,-0.185,-0.2,0.25,-0.3,1.314,0.373,-0.305,1.057,0.185,-0.123,,,,q1_q17_dr25_stellar,291.8497,37.738621,13.551,13.948,13.505,13.381,13.322,12.454,12.201,12.182,0,19.45664734,0.000000017,37.73850929,0.00000022,0.0572,0.00072,-0.39857,0.00079,-1.90E-03,3.80E-03,1.43E-02,4.80E-03,-0.001,0.067,0.001,0.067,0.002,0.067,-0.013,0.069,0.08,0.068,0.081,0.068
7198,3241344,K05984.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,3.912679136,,,133.4288498,,,2454966.429,,,0,,,,,,23.127,,,3.556,,,,,,2.92E+05,,,22.820008,0.00E+00,0.00E+00,187.57475,0,0,LS,1794.2,2.14E+02,-1.94E+02,0.0427,,,64.31,,,1018,,,253.12,107.99,-74.89,53.344355,,,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.3058,0.3352,q1_q17_dr25_koi,1299.4031,15073.711,1229.9,1,0,1,q1_q17_dr25_tce,1.11111E+31,-1,Mandel and Agol (2002 ApJ 580 171),,,003/003241/003241344/dv/kplr003241344-20160209194854_dvr.pdf,003/003241/003241344/dv/kplr003241344-001-20160209194854_dvs.pdf,5616,185,-168,4.553,0.099,-0.081,-0.98,0.3,-0.3,0.72,0.086,-0.078,0.675,0.079,-0.023,,,,q1_q17_dr25_stellar,293.01654,38.318451,14.756,15.296,14.731,14.524,14.407,13.485,13.071,13.01,0,19.53443902,0.000000021,38.31837626,0.00000025,0.12808,0.0009,-0.26546,0.00091,-2.90E-02,3.00E-02,-7.40E-02,3.80E-02,0.019,0.067,0.041,0.07,0.045,0.07,0.036,0.067,0.176,0.068,0.18,0.068
7199,3347485,K05985.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,7.544804312,3.21E-06,-3.21E-06,137.11963,3.44E-04,-3.44E-04,2454970.12,3.44E-04,-3.44E-04,0,,,,,,1.266,0.097,-0.066,8.2678,0.0178,-0.0178,,,,6.50E+03,1.33E+01,-1.33E+01,0.364181,8.36E-02,-7.13E-02,0.01781,0.00064,-0.0006,LS+MCMC,63.99,1.88E+01,-2.82E+01,0.073,,,70.38,,,1233,,,546.03,468.91,-392.38,3.77,0.135,-0.135,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2946,0.3268,q1_q17_dr25_koi,32.19653,288.81726,587.2,1,176,1,q1_q17_dr25_tce,1.11111E+31,0.983,Mandel and Agol (2002 ApJ 580 171),,,003/003347/003347485/dv/kplr003347485-20160209194854_dvr.pdf,003/003347/003347485/dv/kplr003347485-001-20160209194854_dvs.pdf,5953,159,-159,3.984,0.495,-0.165,-0.56,0.3,-0.25,1.609,0.472,-0.708,0.91,0.114,-0.103,,,,q1_q17_dr25_stellar,292.77972,38.448551,12.92,13.393,12.905,12.718,12.653,11.643,11.239,11.113,0.003,19.51864651,0.00000023,38.4484917,0.0000036,-0.0334,0.0098,-0.21,0.013,0.00E+00,2.10E-03,1.00E-04,2.70E-03,0.004,0.067,-0.018,0.067,0.019,0.067,-0.031,0.068,-0.005,0.07,0.031,0.068
7200,2019477,K06093.02,,CANDIDATE,Done,16/8/2018,CANDIDATE,0.479,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,27.2497521,7.04E-04,-7.04E-04,131.8837,2.54E-02,-2.54E-02,2454964.884,2.54E-02,-2.54E-02,0,,,,,,0.194,0.26,-0.194,11.609,0.752,-0.752,,,,1.02E+02,8.00E+00,-8.00E+00,0.009088,7.47E-04,-2.32E-04,0.14288,0.09222,-0.03501,LS+MCMC,4.49,4.10E-01,-1.65E+00,0.2193,,,89.37,,,1090,,,333.56,90.22,-207.63,17.77,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2326,0.4637,q1_q17_dr25_koi,3.6139998,9.198444,14.6,2,50,2,q1_q17_dr25_tce,1.11111E+31,0.1766,Mandel and Agol (2002 ApJ 580 171),,,002/002019/002019477/dv/kplr002019477-20160209194854_dvr.pdf,002/002019/002019477/dv/kplr002019477-002-20160209194854_dvs.pdf,5440,87,-76,3.404,0.289,-0.051,0.3,0.15,-0.15,4.524,0.416,-1.665,1.894,0.142,-0.398,,,,q1_q17_dr25_stellar,292.55194,37.421211,13.33,13.875,13.292,13.097,12.976,12.08,11.71,11.667,0.001,19.503474,0.000024,37.41975,0.00035,0.5,1,-5.2,1.3,3.30E-05,8.00E-05,1.97E-04,1.00E-04,-0.09,0.66,-0.4,1.4,0.4,1.3,0.16,0.72,-0.6,1.6,0.6,1.7
7201,2161623,K06094.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---DEPTH_ODDEVEN_DV---MOD_ODDEVEN_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_DV---CENT_NOFITS,2.283466438,3.02E-06,-3.02E-06,132.34883,1.65E-03,-1.65E-03,2454965.349,1.65E-03,-1.65E-03,0,,,,,,0.457,0.011,-0.009,7.7999,0.0155,-0.0155,,,,8.64E+05,1.03E+03,-1.03E+03,1.165546,8.02E-03,-6.40E-03,0.43124,0.00532,-0.00597,LS+MCMC,218.79,6.40E+01,-6.40E+01,0.0373,,,84.66,,,2014,,,3883.24,3366.01,-2223.68,4.9168,0.0607,-0.0607,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.318,0.2734,q1_q17_dr25_koi,1573.1295,6511.655,1103.1,1,0,1,q1_q17_dr25_tce,1.1E+18,-1,Mandel and Agol (2002 ApJ 580 171),,,002/002161/002161623/dv/kplr002161623-20160209194854_dvr.pdf,002/002161/002161623/dv/kplr002161623-001-20160209194854_dvs.pdf,6723,189,-260,4.089,0.24,-0.18,-0.24,0.25,-0.3,1.719,0.503,-0.503,1.327,0.194,-0.259,,,,q1_q17_dr25_stellar,291.74445,37.591019,14.312,14.654,14.277,14.165,14.074,13.38,13.126,12.985,0,19.44964636,0.000000029,37.59063601,0.00000044,0.6701,0.0013,-1.3824,0.0016,-4.00E+00,1.20E+01,5.00E+00,1.50E+01,0.116,0.078,-0.08,0.067,0.141,0.075,0.164,0.083,0.053,0.074,0.172,0.082
7202,2707097,K06095.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_ODDEVEN_DV---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_FEW_DIFFS,0.692807507,1.14E-06,-1.14E-06,131.88094,1.75E-03,-1.75E-03,2454964.881,1.75E-03,-1.75E-03,0,,,,,,1.196,0.344,-0.174,1.49242,0.00778,-0.00778,,,,2.53E+04,6.49E+01,-6.49E+01,0.425253,3.20E-01,-1.47E-01,1.09701,0.27769,-0.17004,LS+MCMC,46.44,0.00E+00,0.00E+00,0.0154,,,66.75,,,2057,,,4211.9,0,0,3.031,0.767,-0.767,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2622,0.4035,q1_q17_dr25_koi,19.714622,102.17868,260.9,1,234,1,q1_q17_dr25_tce,1.1E+20,0.4475,Mandel and Agol (2002 ApJ 580 171),,,002/002707/002707097/dv/kplr002707097-20160209194854_dvr.pdf,002/002707/002707097/dv/kplr002707097-001-20160209194854_dvs.pdf,5780,,,4.438,,,0,0,0,1,,,1,,,,,,Solar,290.04553,37.939384,15.726,16.804,15.705,15.263,,13.932,13.306,13.146,0,19.3363644,0.000001,37.939151,0.000014,-0.168,0.045,-0.846,0.051,1.00E-03,7.00E-03,-2.50E-03,8.80E-03,-0.054,0.091,0.022,0.067,0.058,0.088,-0.13,0.21,0.06,0.15,0.14,0.2
7203,2719873,K06096.01,,FALSE POSITIVE,Done,16/8/2018,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_DV---HAS_SEC_TCE,17.27929077,8.89E-07,-8.89E-07,135.2741342,4.15E-05,-4.15E-05,2454968.274,4.15E-05,-4.15E-05,0,,,,,,0.496,0.005,-0.001,5.07591,0.00139,-0.00139,,,,1.64E+05,7.65E+01,-7.65E+01,0.384903,3.49E-04,-1.50E-05,2.4124,0.00116,-0.02936,LS+MCMC,27.66,2.90E+00,-2.19E+00,0.1141,,,89.16,,,556,,,22.63,8.42,-5.62,33.642,0.0162,-0.0162,Claret (2011 A&A 529 75) ATLAS LS,0,0,0.2787,0.3888,q1_q17_dr25_koi,1041.812,4466.4634,2841.5,1,78,1,q1_q17_dr25_tce,1.11111E+31,0.2019,Mandel and Agol (2002 ApJ 580 171),,,002/002719/002719873/dv/kplr002719873-20160209194854_dvr.pdf,002/002719/002719873/dv/kplr002719873-001-20160209194854_dvs.pdf,5251,156,-156,4.623,0.055,-0.055,-0.78,0.3,-0.3,0.658,0.069,-0.052,0.663,0.066,-0.033,,,,q1_q17_dr25_stellar,292.9306,37.96442,15.16,15.797,15.122,14.887,14.733,13.72,13.272,13.128,0,19.52870529,0.000000058,37.96416402,0.00000067,-0.0855,0.0025,-0.9215,0.0024,-3.70E-02,4.00E-02,3.40E-02,5.00E-02,0.019,0.067,-0.016,0.067,0.025,0.067,-0.258,0.069,-0.175,0.068,0.312,0.069
